TYPE,OBJECTID,year,month,dayinweek,hour,road,lanes,latitude,longitude,severity,severityString
Pedestrian,203015547,2020,1,5,20,Westerville RD,2,40.062467,-82.934737,2,Incapacitating Injury
Pedestrian,203016131,2020,1,6,18,Long ST,4,39.964941,-83.001174,3,Non-Incapacitating Injury
Pedestrian,213008751,2021,1,5,10,High ST,3,39.952603,-82.998795,3,Non-Incapacitating Injury
Pedestrian,213008950,2021,1,7,17,MORSE RD,6,40.057787,-82.914357,4,Possible Injury
Pedestrian,213008998,2021,1,7,22,Long ST,4,39.968685,-82.968376,3,Non-Incapacitating Injury
Pedestrian,213009270,2021,1,7,20,CLEVELAND AVE,4,40.078442,-82.951577,2,Incapacitating Injury
Pedestrian,203016393,2020,1,6,12,US 40,6,39.953223,-83.110237,4,Possible Injury
Pedestrian,203016545,2020,2,2,7,NATIONWIDE BLVD,2,39.946015,-83.114645,3,Non-Incapacitating Injury
Pedestrian,203016873,2020,2,1,18,GENDER RD,2,39.901809,-82.824985,5,Property Damage
Pedestrian,203017291,2020,1,2,12,ROSEHILL RD,4,39.954936,-82.819146,2,Incapacitating Injury
Pedestrian,203017351,2020,2,2,19,Harrisburg PIKE,2,39.931999,-83.0484,3,Non-Incapacitating Injury
Pedestrian,203017385,2020,2,2,21,High ST,4,40.00088,-83.008233,3,Non-Incapacitating Injury
Pedestrian,203017585,2020,2,3,18,Neil AVE,4,39.97248,-83.009451,3,Non-Incapacitating Injury
Pedestrian,203017597,2020,1,4,18,BROAD ST,4,39.977676,-82.860913,2,Incapacitating Injury
Pedestrian,213010033,2021,1,6,18,LIVINGSTON AVE,4,39.945483,-82.889919,4,Possible Injury
Pedestrian,203018274,2020,2,1,1,Lane AVE,4,40.006175,-83.009279,3,Non-Incapacitating Injury
Pedestrian,203018317,2020,2,4,18,MILL ST US 62,2,40.019896,-82.879609,4,Possible Injury
Pedestrian,203018848,2020,2,3,20,Hudson ST,4,40.015109,-83.000085,4,Possible Injury
Pedestrian,203018851,2020,2,5,10,Mound ST,2,39.954608,-83.001003,4,Possible Injury
Pedestrian,203019093,2020,2,4,18,Walford LN,2,40.058238,-82.962015,3,Non-Incapacitating Injury
Pedestrian,203019103,2020,2,5,20,GEORGESVILLE RD,4,39.946593,-83.111253,3,Non-Incapacitating Injury
Pedestrian,203019172,2020,2,3,22,I 670 E  IR 670,6,39.974151,-83.003005,3,Non-Incapacitating Injury
Pedestrian,203019321,2020,2,4,12,Trabue RD,2,39.982425,-83.135245,3,Non-Incapacitating Injury
Pedestrian,203019329,2020,2,6,7,Nelson RD,3,39.97754,-82.945853,3,Non-Incapacitating Injury
Pedestrian,203019379,2020,2,4,6,BROAD ST,4,39.979109,-82.844961,3,Non-Incapacitating Injury
Pedestrian,203019679,2020,2,6,7,Sullivant AVE,2,39.944682,-83.067273,3,Non-Incapacitating Injury
Pedestrian,203020100,2020,2,7,12,Kelton AVE,2,39.951752,-82.959045,4,Possible Injury
Pedestrian,203021530,2020,2,7,18,High ST,4,39.979943,-83.004117,3,Non-Incapacitating Injury
Pedestrian,213010724,2021,1,3,18,SR 161,4,40.087612,-82.985747,3,Non-Incapacitating Injury
Pedestrian,215110131,2021,6,6,2,IR 270,8,40.10119,-82.927344,3,Non-Incapacitating Injury
Pedestrian,203021629,2020,2,2,18,Sunbury RD,6,40.058281,-82.926487,3,Non-Incapacitating Injury
Pedestrian,213011044,2021,1,4,6,HAMILTON RD,4,40.010509,-82.867191,3,Non-Incapacitating Injury
Pedestrian,213011500,2021,1,7,10,Main ST,4,39.956716,-82.918794,3,Non-Incapacitating Injury
Pedestrian,213011777,2021,1,7,19,Morse RD,2,40.05942,-82.985712,3,Non-Incapacitating Injury
Pedestrian,203022420,2020,2,2,18,HIGH ST,4,40.006068,-83.009258,3,Non-Incapacitating Injury
Pedestrian,203022632,2020,1,3,19,HIGH ST,4,39.998912,-83.007866,3,Non-Incapacitating Injury
Pedestrian,203023238,2020,2,4,22,High ST,4,40.003176,-83.008694,2,Incapacitating Injury
Pedestrian,203023684,2020,2,3,16,Hudson AVE,2,40.015318,-83.002934,4,Possible Injury
Pedestrian,215120338,2021,7,5,15,PLAZA AVE,2,40.106165,-82.932973,3,Non-Incapacitating Injury
Pedestrian,213012358,2021,1,6,19,GEORGESVILLE RD,4,39.920643,-83.126423,4,Possible Injury
Pedestrian,203024280,2020,2,1,20,High ST,4,40.016518,-83.011893,3,Non-Incapacitating Injury
Pedestrian,203025066,2020,2,2,19,REFUGEE RD,4,39.910848,-82.824196,3,Non-Incapacitating Injury
Pedestrian,203025125,2020,2,5,21,CROSSWIND DR,2,39.92266,-83.13091,3,Non-Incapacitating Injury
Pedestrian,203025159,2020,2,4,21,Livingston AVE,4,39.948039,-82.937342,3,Non-Incapacitating Injury
Pedestrian,203025703,2020,2,4,6,THOMAS LN,2,40.032483,-83.03295,4,Possible Injury
Pedestrian,203025869,2020,2,7,22,Eureka AVE,2,39.951256,-83.06519,5,Property Damage
Pedestrian,203025872,2020,2,1,15,Lane AVE,2,40.005788,-83.002861,3,Non-Incapacitating Injury
Pedestrian,203026084,2020,2,6,23,High ST,4,39.838705,-83.00024,1,Fatal
Pedestrian,213013512,2021,1,1,12,BETHEL RD,2,40.063705,-83.056977,3,Non-Incapacitating Injury
Pedestrian,213013539,2021,2,2,7,CLEVELAND AVE,4,40.008357,-82.970638,4,Possible Injury
Pedestrian,213013972,2021,1,2,17,AMBLESIDE DR,2,40.096431,-82.981879,4,Possible Injury
Pedestrian,203026746,2020,2,5,13,US ROUTE 40 W  US 40,6,39.952747,-83.117226,3,Non-Incapacitating Injury
Pedestrian,213015093,2021,1,1,23,IR 71,9,39.904865,-83.026428,1,Fatal
Pedestrian,213016216,2021,2,3,18,I 71 N  IR 71,7,40.079138,-82.987691,2,Incapacitating Injury
Pedestrian,215146432,2021,8,6,22,Livingston AVE,8,40.109069,-83.087806,1,Fatal
Pedestrian,213018502,2021,2,5,13,High ST,2,40.014452,-83.011369,3,Non-Incapacitating Injury
Pedestrian,213162744,2021,8,7,20,High ST,4,39.993097,-83.006684,3,Non-Incapacitating Injury
Pedestrian,213019477,2021,2,1,8,5TH AVE,4,39.986427,-82.988759,2,Incapacitating Injury
Pedestrian,213019710,2021,2,5,23,40,6,39.953565,-83.102144,2,Incapacitating Injury
Pedestrian,213020863,2021,2,5,18,Phelps RD,2,39.902473,-82.998265,3,Non-Incapacitating Injury
Pedestrian,213021385,2021,2,3,15,James RD,4,39.945922,-82.915298,3,Non-Incapacitating Injury
Pedestrian,203028941,2020,2,6,20,HAMILTON RD SR 317,5,40.018312,-82.866559,3,Non-Incapacitating Injury
Pedestrian,203029659,2020,2,3,23,3rd AVE,4,39.984866,-83.039601,2,Incapacitating Injury
Pedestrian,203029868,2020,2,6,5,Hudson ST,4,40.013656,-82.967399,2,Incapacitating Injury
Pedestrian,203030050,2020,2,5,20,3RD AVE,2,39.985107,-83.044776,3,Non-Incapacitating Injury
Pedestrian,213162860,2021,9,7,2,5TH AVE,4,39.987108,-83.0055,3,Non-Incapacitating Injury
Pedestrian,213163045,2021,9,7,17,Clairbrook AVE,4,39.936599,-83.144036,3,Non-Incapacitating Injury
Pedestrian,203030514,2020,2,7,19,Stelzer RD,4,40.053181,-82.908907,3,Non-Incapacitating Injury
Pedestrian,213024235,2021,2,1,21,Chambers RD,4,39.993886,-83.042712,4,Possible Injury
Pedestrian,213024495,2021,2,4,20,MORRILL AVE,2,39.929308,-82.98135,3,Non-Incapacitating Injury
Pedestrian,203031563,2020,2,1,19,SR 161,4,40.087876,-82.992931,3,Non-Incapacitating Injury
Pedestrian,213027683,2021,2,3,22,Sinclair RD,2,40.074737,-82.998072,2,Incapacitating Injury
Pedestrian,213028055,2021,2,3,12,MORSE RD,6,40.057961,-82.918225,3,Non-Incapacitating Injury
Pedestrian,213029261,2021,2,4,17,Easton WAY,4,40.048077,-82.915456,2,Incapacitating Injury
Pedestrian,213029289,2021,2,5,23,MAIN ST US 40,4,39.955134,-82.80771,4,Possible Injury
Pedestrian,213030056,2021,2,3,18,3RD ST,3,39.95782,-82.997083,2,Incapacitating Injury
Pedestrian,213030738,2021,2,1,19,MOUND ST,2,39.95525,-82.939578,3,Non-Incapacitating Injury
Pedestrian,213031552,2021,3,2,21,Refugee RD,4,39.917147,-82.909922,1,Fatal
Pedestrian,203033492,2020,2,4,19,BROAD ST,4,39.985247,-82.791139,3,Non-Incapacitating Injury
Pedestrian,213031923,2021,2,1,19,High ST,4,39.90628,-82.99538,2,Incapacitating Injury
Pedestrian,213033007,2021,2,7,23,MAIN ST,4,39.955475,-82.876881,5,Property Damage
Pedestrian,213033027,2021,3,4,9,HIGH SQ,4,39.987118,-83.005514,4,Possible Injury
Pedestrian,203034453,2020,2,2,14,Kimberly PKWY,4,39.925645,-82.879749,3,Non-Incapacitating Injury
Pedestrian,203035186,2020,2,6,14,MAIN ST,4,39.957238,-82.939982,3,Non-Incapacitating Injury
Pedestrian,203035192,2020,2,4,18,NEW ALBANY RD,4,40.095488,-82.825002,4,Possible Injury
Pedestrian,216006216,2021,1,5,17,Cleveland AVE,2,40.032813,-82.964245,2,Incapacitating Injury
Pedestrian,216008332,2021,1,5,8,Huy RD,4,40.035101,-82.963528,3,Non-Incapacitating Injury
Pedestrian,203037961,2020,1,6,18,BROAD ST SR 16,4,39.973851,-82.89599,4,Possible Injury
Pedestrian,203038004,2020,2,4,16,HAMILTON RD SR 317,4,39.976165,-82.873971,5,Property Damage
Pedestrian,213036531,2021,3,2,14,7TH AVE,4,39.986314,-82.914103,3,Non-Incapacitating Injury
Pedestrian,203038016,2020,3,1,2,MAPLEWOOD AVE,4,39.959794,-82.903484,3,Non-Incapacitating Injury
Pedestrian,203038523,2020,3,4,6,LINCOLN CIR,4,40.018635,-82.874248,3,Non-Incapacitating Injury
Pedestrian,203038692,2020,3,2,14,Grant AVE,4,39.956526,-82.989773,4,Possible Injury
Pedestrian,203038835,2020,1,7,5,GENDER RD,2,39.869129,-82.826822,3,Non-Incapacitating Injury
Pedestrian,203039169,2020,3,3,12,Mound ST,4,39.94782,-83.028244,3,Non-Incapacitating Injury
Pedestrian,213038373,2021,3,6,15,CLEVELAND AVE,4,40.087308,-82.950933,3,Non-Incapacitating Injury
Pedestrian,203039469,2020,3,4,17,State ST,4,39.959932,-83.002019,2,Incapacitating Injury
Pedestrian,216028731,2021,2,5,8,Northwest BLVD,4,40.014479,-83.057705,3,Non-Incapacitating Injury
Pedestrian,213038534,2021,3,7,9,TAMARACK BLVD,4,40.060335,-82.970957,3,Non-Incapacitating Injury
Pedestrian,213038633,2021,3,1,19,Oakland Park AVE,4,40.031326,-82.964037,4,Possible Injury
Pedestrian,213038692,2021,3,7,18,Main ST,4,39.95631,-82.90542,2,Incapacitating Injury
Pedestrian,213038892,2021,3,6,20,Arnelle RD,2,39.931061,-83.095989,3,Non-Incapacitating Injury
Pedestrian,213039840,2021,3,2,12,6th AVE,2,39.985518,-82.917254,3,Non-Incapacitating Injury
Pedestrian,213041357,2021,3,3,21,HAMILTON RD,4,39.924267,-82.879871,1,Fatal
Pedestrian,213041928,2021,3,4,18,Edwards Farms RD,2,40.064213,-83.128252,5,Property Damage
Pedestrian,213042250,2021,3,5,11,Mound ST,2,39.949674,-83.020961,3,Non-Incapacitating Injury
Pedestrian,203040668,2020,3,7,3,High ST,4,40.069944,-83.019187,4,Possible Injury
Pedestrian,203040928,2020,3,6,19,High ST,3,39.952585,-82.998792,3,Non-Incapacitating Injury
Pedestrian,203041000,2020,3,7,19,MORSE RD,6,40.057693,-82.912283,2,Incapacitating Injury
Pedestrian,213042843,2021,3,6,16,SAWMILL RD,4,40.092232,-83.091738,2,Incapacitating Injury
Pedestrian,213043633,2021,3,6,22,Hamilton RD,2,39.92126,-82.88006,3,Non-Incapacitating Injury
Pedestrian,213044274,2021,3,2,12,STANWOOD RD,2,39.970513,-82.927643,4,Possible Injury
Pedestrian,213044323,2021,3,7,7,Main ST,4,39.956791,-82.922257,4,Possible Injury
Pedestrian,213044791,2021,3,6,19,LEINSTER ST,2,39.895929,-82.847534,2,Incapacitating Injury
Pedestrian,213046188,2021,3,5,18,Townsfair WAY,2,40.049036,-82.913749,4,Possible Injury
Pedestrian,213047157,2021,3,6,15,Karl RD,4,40.076881,-82.976054,3,Non-Incapacitating Injury
Pedestrian,213047432,2021,3,6,21,Spring ST,2,39.968134,-82.987957,3,Non-Incapacitating Injury
Pedestrian,213047564,2021,3,6,21,TAMARACK BLVD,4,40.061679,-82.970946,2,Incapacitating Injury
Pedestrian,213047867,2021,3,4,22,ROCK GLEN CT,2,39.943504,-82.840072,3,Non-Incapacitating Injury
Pedestrian,213048312,2021,3,2,7,Cleveland AVE,4,40.050725,-82.953705,2,Incapacitating Injury
Pedestrian,213049313,2021,3,3,19,PRINCETON AVE,2,39.953389,-83.033769,4,Possible Injury
Pedestrian,213049685,2021,3,3,7,5TH AVE,2,39.988033,-83.029177,2,Incapacitating Injury
Pedestrian,213049687,2021,3,3,10,Grant AVE,4,39.957221,-82.989918,3,Non-Incapacitating Injury
Pedestrian,213049921,2021,3,5,17,WALCUTT RD,2,39.981811,-83.139459,4,Possible Injury
Pedestrian,213049941,2021,3,4,2,Sullivant AVE,4,39.942222,-83.102951,4,Possible Injury
Pedestrian,213052058,2021,4,6,17,WORTHINGTON GALEN RD,2,40.12838,-82.97767,4,Possible Injury
Pedestrian,213052364,2021,4,7,17,Harris AVE,2,39.948714,-83.072334,3,Non-Incapacitating Injury
Pedestrian,213052369,2021,3,5,21,High ST,4,39.997581,-83.007581,4,Possible Injury
Pedestrian,213052504,2021,4,1,0,High ST,4,39.937401,-82.996105,3,Non-Incapacitating Injury
Pedestrian,213052817,2021,3,3,16,GROVEPORT RD,2,39.85656,-82.902242,3,Non-Incapacitating Injury
Pedestrian,213053319,2021,4,2,21,Harmon AVE,2,39.939755,-83.014776,1,Fatal
Pedestrian,213054172,2021,4,3,17,TAMARACK RD,4,40.060335,-82.970957,3,Non-Incapacitating Injury
Pedestrian,213163684,2021,9,6,1,Dennison AVE,2,39.989298,-83.008132,2,Incapacitating Injury
Pedestrian,213056838,2021,4,6,23,Joyce AVE,2,40.013398,-82.961091,3,Non-Incapacitating Injury
Pedestrian,213057934,2021,4,1,21,SULLIVANT AVE,2,39.948712,-83.045767,2,Incapacitating Injury
Pedestrian,213058432,2021,4,5,17,WESTRIDGE ST,2,39.932107,-83.141048,4,Possible Injury
Pedestrian,213058861,2021,4,3,17,Carlton AVE,2,39.941228,-82.886963,1,Fatal
Pedestrian,213059835,2021,4,4,1,LIVINGSTON AVE,4,39.942109,-82.830899,3,Non-Incapacitating Injury
Pedestrian,213060365,2021,4,5,18,Sullivant AVE,2,39.953087,-83.021679,3,Non-Incapacitating Injury
Pedestrian,213061233,2021,4,4,12,Cleveland AVE,2,40.006292,-82.971939,3,Non-Incapacitating Injury
Pedestrian,213061889,2021,4,7,14,HAGUE AVE,2,39.951524,-83.073691,4,Possible Injury
Pedestrian,213062823,2021,4,3,13,Broad ST,4,39.981648,-82.823675,3,Non-Incapacitating Injury
Pedestrian,213062969,2021,4,2,7,SOLDANO BLVD,2,39.956459,-83.096745,3,Non-Incapacitating Injury
Pedestrian,213063079,2021,4,2,15,High ST,4,40.000798,-83.008215,4,Possible Injury
Pedestrian,213063542,2021,4,2,11,Hubbard AVE,4,39.978832,-83.003907,3,Non-Incapacitating Injury
Pedestrian,213063735,2021,4,4,17,Schrock RD,4,40.105264,-82.974567,3,Non-Incapacitating Injury
Pedestrian,213064412,2021,4,3,1,Main ST,4,39.955295,-82.871347,4,Possible Injury
Pedestrian,213065810,2021,3,7,14,Scottwood RD,2,39.940042,-82.909503,3,Non-Incapacitating Injury
Pedestrian,213066090,2021,4,1,4,Wilson RD,2,39.949191,-83.094842,1,Fatal
Pedestrian,213067064,2021,4,2,14,Livingston AVE,4,39.950415,-82.976709,2,Incapacitating Injury
Pedestrian,213164071,2021,9,3,6,NORTHTOWN BLVD,2,40.060322,-82.961812,3,Non-Incapacitating Injury
Pedestrian,213167588,2021,9,6,12,MORSE RD,6,40.057957,-82.918136,2,Incapacitating Injury
Pedestrian,213167602,2021,9,4,15,4th ST,2,39.999569,-82.998765,3,Non-Incapacitating Injury
Pedestrian,213167631,2021,9,6,11,Parsons AVE,2,39.935486,-82.983588,3,Non-Incapacitating Injury
Pedestrian,213167725,2021,9,6,1,HIGH ST,4,39.984624,-83.005052,3,Non-Incapacitating Injury
Pedestrian,213070403,2021,4,7,3,HAMILTON AVE,4,40.005836,-82.979611,3,Non-Incapacitating Injury
Pedestrian,213070791,2021,4,6,12,SAWMILL RD,4,40.088454,-83.091903,3,Non-Incapacitating Injury
Pedestrian,213071213,2021,3,5,20,Norris RD,2,40.044281,-82.988694,1,Fatal
Pedestrian,213168277,2021,9,7,18,Parsons AVE,4,39.944315,-82.982952,4,Possible Injury
Pedestrian,213071821,2021,4,4,20,Wayne AVE,2,39.947656,-83.063843,3,Non-Incapacitating Injury
Pedestrian,213074999,2021,5,4,21,I 70 W  IR 70,4,39.937966,-82.878461,2,Incapacitating Injury
Pedestrian,213076218,2021,5,7,18,Warren AVE,2,39.957066,-83.071927,3,Non-Incapacitating Injury
Pedestrian,213169692,2021,9,3,12,Summit ST,2,39.99013,-83.001827,3,Non-Incapacitating Injury
Pedestrian,213076711,2021,5,6,21,Buttles AVE,4,39.977254,-83.003586,3,Non-Incapacitating Injury
Pedestrian,213076724,2021,5,6,15,Ontario AVE,2,40.008307,-82.977232,3,Non-Incapacitating Injury
Pedestrian,213076728,2021,5,7,2,High ST,4,39.982913,-83.004689,3,Non-Incapacitating Injury
Pedestrian,213078242,2021,4,4,15,Oakland Park AVE,4,40.032078,-82.980393,3,Non-Incapacitating Injury
Pedestrian,213082172,2021,5,5,19,High ST,2,40.000937,-83.007294,4,Possible Injury
Pedestrian,213083076,2021,5,1,16,FENLON ST,2,39.962763,-82.996271,4,Possible Injury
Pedestrian,213084543,2021,5,5,2,Morse RD,4,40.059361,-82.953034,1,Fatal
Pedestrian,213085424,2021,5,4,17,Chase AVE,2,39.956571,-83.076944,3,Non-Incapacitating Injury
Pedestrian,213085884,2021,5,6,11,Wedgewood DR,4,39.942484,-83.097494,4,Possible Injury
Pedestrian,213087712,2021,5,1,12,Livingston AVE,2,39.94431,-82.868097,2,Incapacitating Injury
Pedestrian,213088111,2021,5,7,13,8th ST,2,39.923065,-82.988026,4,Possible Injury
Pedestrian,213170868,2021,8,4,14,MAIN ST,4,39.955058,-82.81181,2,Incapacitating Injury
Pedestrian,213171062,2021,9,5,18,Ohio AVE,1,39.947221,-82.971693,1,Fatal
Pedestrian,213090243,2021,5,4,20,Yale AVE,2,39.949986,-83.029845,2,Incapacitating Injury
Pedestrian,213090585,2021,5,5,22,5th AVE,4,39.98539,-82.963178,1,Fatal
Pedestrian,213091293,2021,5,6,13,WILSON RD,4,39.972812,-83.098739,2,Incapacitating Injury
Pedestrian,213091369,2021,5,7,2,26TH AVE,2,40.008156,-82.973844,2,Incapacitating Injury
Pedestrian,213091379,2021,5,5,22,Broad ST,4,39.954893,-83.075157,2,Incapacitating Injury
Pedestrian,213092006,2021,5,1,22,Parsons AVE,4,39.954535,-82.982296,3,Non-Incapacitating Injury
Pedestrian,213172738,2021,9,7,10,HIGH ST,4,39.990182,-83.006108,3,Non-Incapacitating Injury
Pedestrian,213173205,2021,9,7,1,BOLLINGER PL,4,39.818904,-82.999594,4,Possible Injury
Pedestrian,213173414,2021,9,1,2,High ST,4,40.003183,-83.008696,3,Non-Incapacitating Injury
Pedestrian,213177059,2021,8,2,1,Summit ST,2,40.011044,-83.000405,3,Non-Incapacitating Injury
Pedestrian,213178108,2021,9,1,17,DUBLIN GRANVILLE SERVICE RD,4,40.087084,-82.975292,3,Non-Incapacitating Injury
Pedestrian,213178822,2021,9,6,14,James RD,4,39.951284,-82.915337,3,Non-Incapacitating Injury
Pedestrian,213179432,2021,9,7,11,Cooke RD,2,40.049376,-83.015557,3,Non-Incapacitating Injury
Pedestrian,213179518,2021,9,7,18,Spring House LN,4,40.105427,-82.973554,2,Incapacitating Injury
Pedestrian,213179604,2021,9,1,1,4th ST,2,39.982309,-82.998714,3,Non-Incapacitating Injury
Pedestrian,213181562,2021,9,4,13,FIFTH AVE,4,39.985003,-82.92384,2,Incapacitating Injury
Pedestrian,213182340,2021,9,3,23,High ST,4,39.975741,-83.003285,3,Non-Incapacitating Injury
Pedestrian,213182670,2021,9,5,7,GENDER RD,2,39.878104,-82.826083,2,Incapacitating Injury
Pedestrian,213183465,2021,9,7,22,CENTRAL AVE,2,39.95914,-83.038463,2,Incapacitating Injury
Pedestrian,213184270,2021,9,2,20,5TH AVE,2,39.987376,-83.013093,4,Possible Injury
Pedestrian,213184710,2021,10,7,14,GEORGESVILLE RD,4,39.938456,-83.11255,3,Non-Incapacitating Injury
Pedestrian,213185415,2021,10,2,6,5TH AVE,4,39.985033,-82.906264,3,Non-Incapacitating Injury
Pedestrian,213186333,2021,10,2,17,Broad ST,4,39.958858,-83.028198,3,Non-Incapacitating Injury
Pedestrian,213186344,2021,10,2,14,Hudson ST,2,40.013181,-82.956507,2,Incapacitating Injury
Pedestrian,213187352,2021,10,3,11,US 40,4,39.95525,-83.067614,3,Non-Incapacitating Injury
Pedestrian,213188060,2021,10,4,6,Sullivant AVE,2,39.939491,-83.118822,3,Non-Incapacitating Injury
Pedestrian,213189231,2021,10,6,5,Livingston AVE,4,39.948359,-82.945252,3,Non-Incapacitating Injury
Pedestrian,213190178,2021,10,4,20,Kenilworth PL,2,39.947066,-82.918324,4,Possible Injury
Pedestrian,213190316,2021,10,5,14,MAIN ST,4,39.955058,-82.81181,3,Non-Incapacitating Injury
Pedestrian,213190369,2021,9,1,15,BLUE ROCK BLVD,4,39.909978,-83.066972,3,Non-Incapacitating Injury
Pedestrian,213190591,2021,9,7,19,STATE ROUTE 161 E  SR 161,4,40.087063,-82.971659,2,Incapacitating Injury
Pedestrian,213190873,2021,10,4,1,High ST,4,40.006093,-83.009263,3,Non-Incapacitating Injury
Pedestrian,213190886,2021,10,1,18,Lockbourne RD,2,39.947882,-82.963315,3,Non-Incapacitating Injury
Pedestrian,213191113,2021,10,6,15,DUBLIN GRANVILLE RD,2,40.083032,-82.814237,2,Incapacitating Injury
Pedestrian,213191838,2021,10,3,6,KENNY RD,2,40.054319,-83.049571,4,Possible Injury
Pedestrian,213195907,2021,10,6,19,Olentangy River RD,2,39.987862,-83.026019,3,Non-Incapacitating Injury
Pedestrian,213196321,2021,10,7,18,HOMECROFT DR,2,40.023152,-82.993036,2,Incapacitating Injury
Pedestrian,213196432,2021,10,5,11,Cleveland AVE,4,40.001379,-82.97503,3,Non-Incapacitating Injury
Pedestrian,213196478,2021,10,6,9,HAYDEN RUN RD,4,40.067539,-83.112603,3,Non-Incapacitating Injury
Pedestrian,213196479,2021,10,5,6,Morse RD,4,40.05939,-82.953031,3,Non-Incapacitating Injury
Pedestrian,213196681,2021,9,5,14,Mooberry ST,2,39.953933,-82.976438,4,Possible Injury
Pedestrian,213196738,2021,10,1,14,Bluhm RD,1,39.920471,-83.084825,3,Non-Incapacitating Injury
Pedestrian,213198323,2021,10,4,17,WAVERLY ST,2,39.962191,-82.90893,3,Non-Incapacitating Injury
Pedestrian,213200732,2021,10,3,17,High ST,2,40.014452,-83.011369,3,Non-Incapacitating Injury
Pedestrian,213201749,2021,10,5,11,Sullivant AVE,2,39.945125,-83.064696,4,Possible Injury
Pedestrian,213201798,2021,10,4,16,ST CLAIR AVE,4,39.986061,-82.97976,3,Non-Incapacitating Injury
Pedestrian,213202874,2021,10,6,13,Lockbourne RD,2,39.924951,-82.965222,3,Non-Incapacitating Injury
Pedestrian,213203057,2021,10,5,15,WEDGEWOOD DR,2,39.937904,-83.0967,4,Possible Injury
Pedestrian,213203842,2021,10,7,1,Hamilton RD,2,39.941451,-82.878365,3,Non-Incapacitating Injury
Pedestrian,213204707,2021,10,2,18,4th AVE,4,39.986002,-83.005303,4,Possible Injury
Pedestrian,213204793,2021,10,2,18,LANE AVE,2,40.006045,-83.00923,3,Non-Incapacitating Injury
Pedestrian,213207121,2021,9,7,18,NOE BIXBY RD,2,39.907925,-82.865029,3,Non-Incapacitating Injury
Pedestrian,213208857,2021,10,5,20,HILLIARD ROME RD,3,39.985404,-83.150924,4,Possible Injury
Pedestrian,213209002,2021,10,5,22,MAIN ST,4,39.957194,-82.938152,2,Incapacitating Injury
Pedestrian,213209425,2021,10,7,16,Cleveland AVE,2,40.05201,-82.953605,3,Non-Incapacitating Injury
Pedestrian,213209531,2021,10,4,22,WAYNE AVE,2,39.950793,-83.064021,4,Possible Injury
Pedestrian,213209575,2021,10,7,11,Thurston DR,2,39.949448,-82.876729,5,Property Damage
Pedestrian,213210201,2021,10,7,18,Sawmill RD,4,40.064933,-83.093291,4,Possible Injury
Pedestrian,213210205,2021,10,3,17,High ST,4,40.019889,-83.012773,2,Incapacitating Injury
Pedestrian,213210606,2021,2,2,18,CREEKSIDE PKWY,2,39.852763,-82.946106,3,Non-Incapacitating Injury
Pedestrian,213212239,2021,10,1,1,4th ST,4,40.015015,-82.997696,3,Non-Incapacitating Injury
Pedestrian,213212252,2021,11,3,19,ALUM CREEK DR,4,39.925296,-82.935556,2,Incapacitating Injury
Pedestrian,213213956,2021,11,4,19,High ST,2,40.053199,-83.020033,3,Non-Incapacitating Injury
Pedestrian,213215449,2021,10,1,17,GAY ST,4,39.963917,-82.998241,3,Non-Incapacitating Injury
Pedestrian,213215630,2021,11,5,22,DEMOREST RD,2,39.92126,-83.097283,3,Non-Incapacitating Injury
Pedestrian,213216047,2021,11,4,19,Hague AVE,2,39.980875,-83.086035,2,Incapacitating Injury
Pedestrian,213216122,2021,11,7,10,DUBLIIN GRANVILLE RD,2,40.05107,-82.98453,4,Possible Injury
Pedestrian,213216506,2021,11,1,16,MORSE SERVICE RD,2,40.059986,-82.968529,4,Possible Injury
Pedestrian,213216991,2021,11,1,10,3RD AVE,2,39.984309,-83.026193,4,Possible Injury
Pedestrian,213217863,2021,11,2,15,LIVINGSTON AVE,4,39.948068,-82.937957,4,Possible Injury
Pedestrian,213221442,2021,11,1,18,Wayne AVE,4,39.955407,-83.064273,2,Incapacitating Injury
Pedestrian,213221462,2021,11,5,18,MYERS RD,2,39.936648,-82.86157,2,Incapacitating Injury
Pedestrian,213221465,2021,11,3,21,Cardinal Park DR,2,39.98056,-82.86155,3,Non-Incapacitating Injury
Pedestrian,213221701,2021,11,6,20,Stelzer RD,2,40.013223,-82.911919,1,Fatal
Pedestrian,213221797,2021,10,4,19,OLD HAMILTON RD,6,40.074249,-82.861432,5,Property Damage
Pedestrian,213221813,2021,8,1,0,BROAD ST,4,39.955094,-83.070885,3,Non-Incapacitating Injury
Pedestrian,213221851,2021,11,5,21,STATE ROUTE 161 W  SR 161,4,40.080191,-82.924349,2,Incapacitating Injury
Pedestrian,213223317,2021,11,1,20,BROAD AVE SR 16,4,39.973236,-82.90227,3,Non-Incapacitating Injury
Pedestrian,213223832,2021,10,5,18,High ST,2,39.957477,-82.999753,4,Possible Injury
Pedestrian,213224812,2021,11,6,17,LIVINGSTON AVE,4,39.945491,-82.890045,2,Incapacitating Injury
Pedestrian,213226216,2021,11,4,13,7th AVE,2,39.990243,-83.003258,4,Possible Injury
Pedestrian,213226368,2021,11,3,21,Williams RD,2,39.891491,-82.989315,2,Incapacitating Injury
Pedestrian,213227104,2021,11,5,16,Hamilton AVE,2,39.997212,-82.980256,1,Fatal
Pedestrian,213227143,2021,10,5,21,Lane AVE,4,40.006093,-83.009263,3,Non-Incapacitating Injury
