OBJECTID,MaxInjuryS,CaseYear,CrashDate,CrashTimeF,CrashType,UTMEasting,UTMNorthin,OnStreet
18500591,C - POSSIBLE INJURY,2021,12/15/2021,11:00 PM,COLLISION WITH PEDESTRIAN,601214.14,4723604.37,
18480520,C - POSSIBLE INJURY,2021,12/1/2021,5:50 PM,COLLISION WITH PEDESTRIAN,600381.0896,4724564.102,
18477238,C - POSSIBLE INJURY,2021,11/30/2021,5:43 PM,COLLISION WITH PEDESTRIAN,602441.19,4723100.05,
18473914,C - POSSIBLE INJURY,2021,11/16/2021,7:31 AM,COLLISION WITH BICYCLIST,601496.52,4723618.38,
18472393,C - POSSIBLE INJURY,2021,11/23/2021,9:14 AM,COLLISION WITH BICYCLIST,594741.6524,4724100.233,
18471933,C - POSSIBLE INJURY,2021,11/23/2021,11:39 AM,COLLISION WITH PEDESTRIAN,601969.1833,4734885.011,
18470725,C - POSSIBLE INJURY,2021,11/16/2021,6:30 PM,COLLISION WITH PEDESTRIAN,600651.1272,4734184.231,
18470437,C - POSSIBLE INJURY,2021,11/23/2021,4:52 PM,COLLISION WITH PEDESTRIAN,598930.51,4726231.99,
18466512,C - POSSIBLE INJURY,2021,11/12/2021,10:51 PM,COLLISION WITH PEDESTRIAN,603580.25,4725585.82,
18466504,C - POSSIBLE INJURY,2021,11/22/2021,5:31 PM,COLLISION WITH BICYCLIST,601773.63,4721578.25,
18461389,C - POSSIBLE INJURY,2021,11/18/2021,7:43 AM,COLLISION WITH PEDESTRIAN,600341.78,4723742.95,
18459454,C - POSSIBLE INJURY,2021,11/18/2021,2:21 PM,COLLISION WITH PEDESTRIAN,601727.4769,4724200.148,
18458775,C - POSSIBLE INJURY,2021,11/16/2021,2:35 PM,COLLISION WITH PEDESTRIAN,603577.7647,4736034.373,
18453262,C - POSSIBLE INJURY,2021,11/9/2021,5:17 PM,COLLISION WITH PEDESTRIAN,605552.24,4737021.27,
18453243,B - INJURY,2021,11/9/2021,11:21 AM,COLLISION WITH PEDESTRIAN,599334,4717195,
18449278,C - POSSIBLE INJURY,2021,11/10/2021,6:30 PM,COLLISION WITH PEDESTRIAN,602081.0167,4733260.045,
18445348,B - INJURY,2021,11/4/2021,11:30 PM,COLLISION WITH PEDESTRIAN,600031.68,4721759.81,
18443330,A - SERIOUS INJURY,2021,11/1/2021,11:04 PM,COLLISION WITH BICYCLIST,597037.3625,4725764.927,
18443301,C - POSSIBLE INJURY,2021,11/5/2021,7:31 AM,COLLISION WITH PEDESTRIAN,597946.0546,4709512.593,
18441225,C - POSSIBLE INJURY,2021,10/15/2021,7:36 PM,COLLISION WITH BICYCLIST,600901.29,4722620.64,
18441138,A - SERIOUS INJURY,2021,10/21/2021,7:44 PM,COLLISION WITH PEDESTRIAN,602510.92,4723623.54,
18438731,A - SERIOUS INJURY,2021,10/20/2021,6:43 AM,COLLISION WITH PEDESTRIAN,589899.2414,4728109.427,
18438620,C - POSSIBLE INJURY,2021,11/1/2021,6:32 PM,COLLISION WITH PEDESTRIAN,601389.5812,4723475.319,
18438004,C - POSSIBLE INJURY,2021,10/27/2021,8:00 AM,COLLISION WITH PEDESTRIAN,600325.52,4723173.61,
18437103,B - INJURY,2021,10/28/2021,11:36 AM,COLLISION WITH PEDESTRIAN,600644.87,4723227.66,
18436385,A - SERIOUS INJURY,2021,9/1/2021,10:36 PM,COLLISION WITH BICYCLIST,601623.4425,4734496.878,
18434078,C - POSSIBLE INJURY,2021,10/28/2021,7:02 PM,COLLISION WITH PEDESTRIAN,606353.701,4732248.291,
18434008,C - POSSIBLE INJURY,2021,10/29/2021,7:15 PM,COLLISION WITH PEDESTRIAN,598167.48,4727107.55,
18433982,A - SERIOUS INJURY,2021,10/29/2021,6:42 PM,COLLISION WITH PEDESTRIAN,600194.4706,4723922.939,
18429966,C - POSSIBLE INJURY,2021,10/27/2021,5:47 PM,COLLISION WITH PEDESTRIAN,599149.45,4724430.39,
18429136,A - SERIOUS INJURY,2021,10/18/2021,5:49 PM,COLLISION WITH BICYCLIST,607053.1624,4732856.184,
18428073,A - SERIOUS INJURY,2021,10/25/2021,9:33 PM,COLLISION WITH BICYCLIST,601934.69,4722280.34,
18425833,C - POSSIBLE INJURY,2021,10/22/2021,12:57 PM,COLLISION WITH PEDESTRIAN,593905.5202,4735431.298,
18425829,B - INJURY,2021,10/22/2021,2:54 PM,COLLISION WITH BICYCLIST,595890.864,4729738.304,
18425670,B - INJURY,2021,10/12/2021,4:44 PM,COLLISION WITH PEDESTRIAN,600418.1926,4724157.38,
18421332,C - POSSIBLE INJURY,2021,10/21/2021,12:02 PM,COLLISION WITH BICYCLIST,602412.97,4721830.01,
18419941,A - SERIOUS INJURY,2021,10/20/2021,6:54 PM,COLLISION WITH PEDESTRIAN,600419.2057,4724265.08,
18409070,C - POSSIBLE INJURY,2021,10/9/2021,5:53 PM,COLLISION WITH BICYCLIST,600508.9354,4723962.536,
18409035,C - POSSIBLE INJURY,2021,10/12/2021,3:17 PM,COLLISION WITH PEDESTRIAN,599248.74,4724279.76,
18407667,C - POSSIBLE INJURY,2021,10/12/2021,9:00 AM,COLLISION WITH BICYCLIST,601365.26,4722688.71,
18407105,C - POSSIBLE INJURY,2021,10/8/2021,10:18 PM,COLLISION WITH PEDESTRIAN,600771.44,4723758.18,
18399443,A - SERIOUS INJURY,2021,9/30/2021,7:10 PM,COLLISION WITH PEDESTRIAN,596589.7135,4728240.268,
18399420,C - POSSIBLE INJURY,2021,9/20/2021,2:16 PM,COLLISION WITH PEDESTRIAN,599274.9788,4725835.847,
18398013,B - INJURY,2021,10/4/2021,5:20 PM,COLLISION WITH BICYCLIST,600361.11,4724587.12,
18397877,A - SERIOUS INJURY,2021,5/22/2021,9:03 PM,COLLISION WITH PEDESTRIAN,583204.5672,4720207.274,
18396418,C - POSSIBLE INJURY,2021,9/30/2021,4:55 PM,COLLISION WITH BICYCLIST,606866.81,4732450.55,
18390102,C - POSSIBLE INJURY,2021,9/24/2021,12:50 PM,COLLISION WITH PEDESTRIAN,597578.0806,4727794.069,
18389852,B - INJURY,2021,9/20/2021,6:46 PM,COLLISION WITH BICYCLIST,601013.7092,4722964.231,
18389643,B - INJURY,2021,9/28/2021,5:21 PM,COLLISION WITH BICYCLIST,595514.2268,4719583.744,
18388561,C - POSSIBLE INJURY,2021,9/26/2021,3:44 PM,COLLISION WITH PEDESTRIAN,599646.01,4721562.45,
18388519,B - INJURY,2021,9/20/2021,12:09 PM,COLLISION WITH PEDESTRIAN,600912.77,4723026.2,
18385580,C - POSSIBLE INJURY,2021,9/23/2021,6:12 PM,COLLISION WITH PEDESTRIAN,601495.58,4723906.26,
18385563,A - SERIOUS INJURY,2021,9/15/2021,4:14 PM,COLLISION WITH PEDESTRIAN,600912.77,4723026.2,
18381812,C - POSSIBLE INJURY,2021,9/13/2021,10:28 AM,COLLISION WITH OTHER PEDESTRIAN,600860.69,4724012.94,
18377510,A - SERIOUS INJURY,2021,8/30/2021,12:55 PM,COLLISION WITH PEDESTRIAN,606301.93,4736774.2,
18372837,A - SERIOUS INJURY,2021,9/11/2021,3:00 PM,COLLISION WITH PEDESTRIAN,601056.085,4724480.066,
18372679,C - POSSIBLE INJURY,2021,9/1/2021,7:45 AM,COLLISION WITH PEDESTRIAN,588299.7547,4722500.453,
18369912,A - SERIOUS INJURY,2021,9/10/2021,8:29 PM,COLLISION WITH BICYCLIST,600983.81,4724536.08,
18369253,C - POSSIBLE INJURY,2021,8/25/2021,9:44 PM,COLLISION WITH PEDESTRIAN,601181.91,4723947.76,
18366791,B - INJURY,2021,9/2/2021,11:36 AM,COLLISION WITH PEDESTRIAN,601976.0885,4721943.52,
18366456,B - INJURY,2021,8/23/2021,7:48 AM,COLLISION WITH PEDESTRIAN,596396.9871,4719437.079,
18364925,B - INJURY,2021,9/9/2021,4:00 PM,COLLISION WITH PEDESTRIAN,596931.4,4723197.5,
18356036,B - INJURY,2021,8/30/2021,3:28 PM,COLLISION WITH BICYCLIST,594964.1359,4726168.33,
18353028,C - POSSIBLE INJURY,2021,8/26/2021,12:11 PM,COLLISION WITH BICYCLIST,606543.12,4736559,
18352443,B - INJURY,2021,8/30/2021,7:48 AM,COLLISION WITH PEDESTRIAN,596396.9871,4719437.079,
18351487,B - INJURY,2021,8/26/2021,3:00 PM,COLLISION WITH PEDESTRIAN,602065.4315,4722200.249,
18349255,B - INJURY,2021,8/24/2021,9:09 PM,COLLISION WITH PEDESTRIAN,599704.37,4725500.49,
18348544,C - POSSIBLE INJURY,2021,8/26/2021,1:00 PM,COLLISION WITH BICYCLIST,594238.0205,4727859.314,
18348157,B - INJURY,2021,8/6/2021,11:05 AM,COLLISION WITH BICYCLIST,601111.21,4723473.03,
18347575,B - INJURY,2021,8/5/2021,3:02 PM,COLLISION WITH BICYCLIST,599083.35,4725172.04,
18347398,C - POSSIBLE INJURY,2021,8/22/2021,12:00 PM,COLLISION WITH PEDESTRIAN,599815.72,4723852.97,
18345506,C - POSSIBLE INJURY,2021,8/19/2021,2:16 AM,COLLISION WITH PEDESTRIAN,600603.55,4722103.51,
18345370,B - INJURY,2021,8/16/2021,4:00 PM,COLLISION WITH BICYCLIST,606681.0199,4732000.61,
18345352,B - INJURY,2021,8/23/2021,7:48 AM,COLLISION WITH PEDESTRIAN,596396.9871,4719437.079,
18344948,C - POSSIBLE INJURY,2021,8/24/2021,12:02 PM,COLLISION WITH BICYCLIST,594336.2277,4722139.866,
18341120,C - POSSIBLE INJURY,2021,6/1/2021,2:57 PM,COLLISION WITH PEDESTRIAN,597036.339,4729658.164,
18339703,B - INJURY,2021,8/15/2021,6:40 AM,COLLISION WITH BICYCLIST,602950.74,4723402.37,
18332106,B - INJURY,2021,7/21/2021,12:38 PM,COLLISION WITH BICYCLIST,596747.3615,4720037.144,
18331186,C - POSSIBLE INJURY,2021,8/9/2021,4:30 PM,COLLISION WITH BICYCLIST,600201.52,4723561.99,
18329791,C - POSSIBLE INJURY,2021,7/30/2021,2:00 PM,COLLISION WITH BICYCLIST,605953.8,4731580.57,
18327395,A - SERIOUS INJURY,2021,6/27/2021,5:41 PM,COLLISION WITH BICYCLIST,602342.56,4723260.97,
18327315,B - INJURY,2021,8/8/2021,12:45 AM,COLLISION WITH PEDESTRIAN,600498.267,4724096.509,
18326522,C - POSSIBLE INJURY,2021,7/11/2021,1:47 AM,COLLISION WITH PEDESTRIAN,600547.33,4721966.31,
18326096,B - INJURY,2021,8/6/2021,4:30 PM,COLLISION WITH PEDESTRIAN,599815.72,4723852.97,
18324196,C - POSSIBLE INJURY,2021,8/5/2021,6:39 PM,COLLISION WITH BICYCLIST,592850.3383,4733259.815,
18319462,B - INJURY,2021,7/30/2021,12:00 PM,COLLISION WITH PEDESTRIAN,592955.534,4732839.061,
18318415,C - POSSIBLE INJURY,2021,7/31/2021,8:55 PM,COLLISION WITH BICYCLIST,607454.27,4736406.52,
18314866,C - POSSIBLE INJURY,2021,7/22/2021,7:12 PM,COLLISION WITH PEDESTRIAN,601568.8825,4721885.792,
18314765,C - POSSIBLE INJURY,2021,7/10/2021,10:42 AM,COLLISION WITH BICYCLIST,600030.09,4725021.6,
18313735,C - POSSIBLE INJURY,2021,7/25/2021,9:51 PM,COLLISION WITH BICYCLIST,601999.7997,4724142.841,
18309272,C - POSSIBLE INJURY,2021,7/20/2021,3:38 PM,COLLISION WITH BICYCLIST,602127.0117,4735196.755,
18309213,C - POSSIBLE INJURY,2021,7/19/2021,8:23 PM,COLLISION WITH PEDESTRIAN,600189.58,4725265.48,
18309009,A - SERIOUS INJURY,2021,7/6/2021,1:08 PM,COLLISION WITH PEDESTRIAN,600960.0087,4723897.353,
18305307,A - SERIOUS INJURY,2021,7/12/2021,12:29 AM,COLLISION WITH PEDESTRIAN,600209.99,4723990.95,
18294209,C - POSSIBLE INJURY,2021,7/11/2021,3:41 PM,COLLISION WITH BICYCLIST,603044.2613,4732950.663,
18294061,B - INJURY,2021,7/11/2021,11:31 AM,COLLISION WITH PEDESTRIAN,587001.1657,4732250.861,
18293845,,2021,5/17/2021,11:30 PM,COLLISION WITH BICYCLIST,601716.05,4723540.74,
18285686,C - POSSIBLE INJURY,2021,7/6/2021,5:02 PM,COLLISION WITH BICYCLIST,597999.06,4730533.57,
18280133,C - POSSIBLE INJURY,2021,7/2/2021,11:15 AM,COLLISION WITH PEDESTRIAN,592953.744,4733139.642,
18272270,B - INJURY,2021,6/24/2021,1:37 AM,COLLISION WITH OTHER PEDESTRIAN,597530.5322,4727849.458,
18271346,B - INJURY,2021,6/24/2021,10:04 PM,COLLISION WITH PEDESTRIAN,592399.4961,4733780.427,
18268996,A - SERIOUS INJURY,2021,6/23/2021,4:34 PM,COLLISION WITH BICYCLIST,605332.5754,4738231.262,
18259770,B - INJURY,2021,6/16/2021,7:01 PM,COLLISION WITH PEDESTRIAN,599670.8721,4723665.953,
18258185,C - POSSIBLE INJURY,2021,5/30/2021,10:59 AM,COLLISION WITH PEDESTRIAN,600366.77,4724196.47,
18257044,A - SERIOUS INJURY,2021,6/12/2021,2:10 PM,COLLISION WITH PEDESTRIAN,596450.2961,4729098.264,
18255678,B - INJURY,2021,6/5/2021,5:15 PM,COLLISION WITH PEDESTRIAN,600543.8186,4724376.989,
18252823,C - POSSIBLE INJURY,2021,6/5/2021,7:55 AM,COLLISION WITH PEDESTRIAN,603371.23,4725110.21,
18252313,A - SERIOUS INJURY,2021,6/7/2021,4:41 PM,COLLISION WITH BICYCLIST,606737.4502,4732112.772,
18252178,B - INJURY,2021,6/7/2021,3:00 PM,COLLISION WITH PEDESTRIAN,602256.55,4723817.37,
18251344,B - INJURY,2021,6/6/2021,7:14 PM,COLLISION WITH PEDESTRIAN,599000.16,4726152.24,
18251278,B - INJURY,2021,6/2/2021,4:42 PM,COLLISION WITH BICYCLIST,584671.8432,4728346.409,
18251123,A - SERIOUS INJURY,2021,6/8/2021,9:40 PM,COLLISION WITH PEDESTRIAN,600177.159,4723580.309,
18251110,C - POSSIBLE INJURY,2021,6/8/2021,10:22 PM,COLLISION WITH PEDESTRIAN,600361.11,4724587.12,
18249287,A - SERIOUS INJURY,2021,5/26/2021,2:43 PM,COLLISION WITH PEDESTRIAN,602277.6996,4722759.512,
18248697,C - POSSIBLE INJURY,2021,6/1/2021,4:28 PM,COLLISION WITH PEDESTRIAN,599100.0582,4726037.149,
18246181,A - SERIOUS INJURY,2021,6/7/2021,1:10 AM,COLLISION WITH PEDESTRIAN,601132.1631,4716223.022,
18243719,B - INJURY,2021,6/1/2021,3:05 PM,COLLISION WITH BICYCLIST,602950.74,4723402.37,
18243685,B - INJURY,2021,6/1/2021,12:00 PM,COLLISION WITH PEDESTRIAN,599113.09,4724382,
18243090,C - POSSIBLE INJURY,2021,5/30/2021,8:54 PM,COLLISION WITH PEDESTRIAN,607038.3457,4732387.914,
18236560,A - SERIOUS INJURY,2021,5/21/2021,5:26 PM,COLLISION WITH PEDESTRIAN,593458.9552,4706420.976,
18235625,C - POSSIBLE INJURY,2021,5/26/2021,8:47 PM,COLLISION WITH PEDESTRIAN,602193.62,4723737.59,
18235621,C - POSSIBLE INJURY,2021,5/24/2021,6:30 AM,COLLISION WITH PEDESTRIAN,600519.9367,4723063.318,
18234681,B - INJURY,2021,5/26/2021,9:13 AM,COLLISION WITH PEDESTRIAN,605753.5729,4729599.762,
18234241,B - INJURY,2021,5/24/2021,4:26 PM,COLLISION WITH PEDESTRIAN,600060.9887,4724621.309,
18232980,A - SERIOUS INJURY,2021,5/25/2021,3:42 PM,COLLISION WITH BICYCLIST,605798.87,4731003.29,
18232812,A - SERIOUS INJURY,2021,5/17/2021,12:00 PM,COLLISION WITH PEDESTRIAN,601043.9704,4723816.633,
18230363,A - SERIOUS INJURY,2021,5/22/2021,7:30 PM,COLLISION WITH BICYCLIST,606943.49,4735751.47,
18230279,C - POSSIBLE INJURY,2021,5/18/2021,12:20 PM,COLLISION WITH PEDESTRIAN,599970.26,4725998.02,
18230105,B - INJURY,2021,5/21/2021,10:04 PM,COLLISION WITH PEDESTRIAN,601917.75,4721793.06,
18226160,B - INJURY,2021,5/19/2021,3:51 PM,COLLISION WITH PEDESTRIAN,599774.8183,4725420.127,
18219898,B - INJURY,2021,5/14/2021,4:58 PM,COLLISION WITH PEDESTRIAN,600983.81,4724536.08,
18217174,C - POSSIBLE INJURY,2021,5/10/2021,7:47 AM,COLLISION WITH PEDESTRIAN,598024.7006,4723497.12,
18215791,B - INJURY,2021,4/8/2021,11:50 AM,COLLISION WITH PEDESTRIAN,593587.6481,4728077.479,
18214599,A - SERIOUS INJURY,2021,4/23/2021,4:47 PM,COLLISION WITH PEDESTRIAN,600620.2,4724486.03,
18214058,B - INJURY,2021,5/9/2021,1:00 AM,COLLISION WITH PEDESTRIAN,600366.77,4724196.47,
18211514,B - INJURY,2021,5/4/2021,5:11 PM,COLLISION WITH BICYCLIST,597592.9534,4720318.269,
18208151,B - INJURY,2021,5/2/2021,12:58 PM,COLLISION WITH BICYCLIST,598158.18,4723392.25,
18208010,A - SERIOUS INJURY,2021,5/3/2021,9:46 PM,COLLISION WITH BICYCLIST,601402.74,4721942.67,
18206215,C - POSSIBLE INJURY,2021,4/10/2021,1:50 PM,COLLISION WITH PEDESTRIAN,602025.36,4721523.86,
18204344,B - INJURY,2021,4/30/2021,3:37 PM,COLLISION WITH BICYCLIST,606139.46,4735670.2,
18202178,C - POSSIBLE INJURY,2021,4/28/2021,1:57 PM,COLLISION WITH PEDESTRIAN,605884.06,4729279.66,
18197017,A - SERIOUS INJURY,2021,4/21/2021,9:17 AM,COLLISION WITH OTHER PEDESTRIAN,599098.4755,4724392.994,
18194248,C - POSSIBLE INJURY,2021,4/21/2021,6:20 PM,COLLISION WITH PEDESTRIAN,600201.52,4723561.99,
18191019,B - INJURY,2021,4/14/2021,2:38 PM,COLLISION WITH BICYCLIST,601094.35,4724212.6,
18190573,A - SERIOUS INJURY,2021,4/15/2021,9:42 AM,COLLISION WITH BICYCLIST,606302.5066,4731667.25,
18190557,C - POSSIBLE INJURY,2021,4/9/2021,9:20 PM,COLLISION WITH OTHER PEDESTRIAN,602075.58,4722228.99,
18189452,B - INJURY,2021,4/4/2021,12:31 PM,COLLISION WITH PEDESTRIAN,599356.7251,4724198.848,
18186329,B - INJURY,2021,4/8/2021,6:05 PM,COLLISION WITH BICYCLIST,598920.9554,4730153.035,
18184841,B - INJURY,2021,3/4/2021,5:05 PM,COLLISION WITH PEDESTRIAN,600419.67,4723295.37,
18180222,B - INJURY,2021,4/9/2021,1:45 PM,COLLISION WITH BICYCLIST,597163.79,4723841.82,
18180206,A - SERIOUS INJURY,2021,4/7/2021,6:05 PM,COLLISION WITH PEDESTRIAN,599618.81,4724765.33,
18172494,C - POSSIBLE INJURY,2021,3/30/2021,8:45 PM,COLLISION WITH PEDESTRIAN,601248.7807,4724036.655,
18171869,B - INJURY,2021,4/1/2021,4:07 PM,COLLISION WITH PEDESTRIAN,599020.1591,4726129.239,
18165354,C - POSSIBLE INJURY,2021,3/25/2021,1:41 PM,COLLISION WITH BICYCLIST,601837.12,4721588.29,
18164591,C - POSSIBLE INJURY,2021,3/23/2021,9:10 PM,COLLISION WITH PEDESTRIAN,601290.8949,4724420.029,
18160185,C - POSSIBLE INJURY,2021,3/19/2021,12:42 AM,COLLISION WITH PEDESTRIAN,600443.74,4724298.77,
18156958,B - INJURY,2021,3/17/2021,7:59 AM,COLLISION WITH PEDESTRIAN,600011.22,4724466.77,
18156953,A - SERIOUS INJURY,2021,3/1/2021,8:39 AM,COLLISION WITH PEDESTRIAN,598711.38,4724611.73,
18156952,A - SERIOUS INJURY,2021,3/10/2021,8:02 AM,COLLISION WITH PEDESTRIAN,596498.88,4725527.16,
18146054,B - INJURY,2021,3/4/2021,5:05 PM,COLLISION WITH PEDESTRIAN,600419.67,4723295.37,
18142243,C - POSSIBLE INJURY,2020,12/17/2020,9:38 AM,COLLISION WITH PEDESTRIAN,600287.5641,4724256.656,
18141538,A - SERIOUS INJURY,2021,2/28/2021,10:50 PM,COLLISION WITH PEDESTRIAN,606005.4747,4728385.774,
18135298,C - POSSIBLE INJURY,2020,12/15/2020,2:57 PM,COLLISION WITH PEDESTRIAN,598969.06,4724193.91,
18133136,C - POSSIBLE INJURY,2021,1/11/2021,6:03 PM,COLLISION WITH PEDESTRIAN,597338.5303,4729919.473,
18121993,C - POSSIBLE INJURY,2021,1/16/2021,3:00 PM,COLLISION WITH PEDESTRIAN,594166.2782,4731738.231,
18112737,C - POSSIBLE INJURY,2021,1/8/2021,10:30 AM,COLLISION WITH PEDESTRIAN,600620.2,4724486.03,
18108361,C - POSSIBLE INJURY,2021,1/19/2021,2:45 PM,COLLISION WITH PEDESTRIAN,599999.21,4723714.12,
18104404,A - SERIOUS INJURY,2021,1/12/2021,5:13 PM,COLLISION WITH PEDESTRIAN,600190.49,4724330.42,
18101545,C - POSSIBLE INJURY,2021,1/24/2021,5:30 PM,COLLISION WITH PEDESTRIAN,606856.846,4735862.409,
18095153,C - POSSIBLE INJURY,2020,10/14/2020,12:47 PM,COLLISION WITH BICYCLIST,602184.5302,4723725.358,
18092887,B - INJURY,2021,2/6/2021,7:38 PM,COLLISION WITH PEDESTRIAN,601094.35,4724212.6,
18090883,C - POSSIBLE INJURY,2021,2/15/2021,6:00 PM,COLLISION WITH PEDESTRIAN,603758.9932,4732559.979,
18089275,B - INJURY,2021,2/11/2021,1:20 PM,COLLISION WITH PEDESTRIAN,599882.96,4722008.57,
18085241,C - POSSIBLE INJURY,2020,12/2/2020,4:22 PM,COLLISION WITH PEDESTRIAN,601247.67,4722908.69,
18083273,A - SERIOUS INJURY,2020,6/28/2020,7:08 PM,COLLISION WITH BICYCLIST,606265.67,4736073.22,
18081800,B - INJURY,2020,11/24/2020,9:00 PM,COLLISION WITH PEDESTRIAN,601728.72,4724218.22,
18081318,C - POSSIBLE INJURY,2020,11/30/2020,7:40 PM,COLLISION WITH PEDESTRIAN,600994.96,4722894.23,
18081310,C - POSSIBLE INJURY,2020,11/3/2020,2:28 PM,COLLISION WITH PEDESTRIAN,600870.76,4722533,
18072333,B - INJURY,2021,1/6/2021,6:47 PM,COLLISION WITH PEDESTRIAN,601214.14,4723604.37,
18070778,C - POSSIBLE INJURY,2021,1/6/2021,5:15 PM,COLLISION WITH BICYCLIST,598201.44,4724822.84,
18070039,C - POSSIBLE INJURY,2021,1/4/2021,6:38 AM,COLLISION WITH OTHER PEDESTRIAN,595524.6931,4725934.017,
18066261,C - POSSIBLE INJURY,2020,12/31/2020,1:46 PM,COLLISION WITH BICYCLIST,606543.12,4736559,
18065864,A - SERIOUS INJURY,2020,12/18/2020,12:45 PM,COLLISION WITH PEDESTRIAN,601633.87,4723800.33,
18065552,,2020,11/27/2020,8:05 PM,COLLISION WITH PEDESTRIAN,601614.1245,4733671.969,
18064718,A - SERIOUS INJURY,2020,12/20/2020,5:33 PM,COLLISION WITH PEDESTRIAN,593851.34,4726633.85,
18064454,C - POSSIBLE INJURY,2020,12/18/2020,2:30 PM,COLLISION WITH PEDESTRIAN,596306.0844,4725607.12,
18064444,C - POSSIBLE INJURY,2020,12/18/2020,2:16 PM,COLLISION WITH PEDESTRIAN,600597.3217,4723164.959,
18064442,C - POSSIBLE INJURY,2020,12/18/2020,7:00 PM,COLLISION WITH PEDESTRIAN,600932.92,4723607.04,
18063551,A - SERIOUS INJURY,2020,12/28/2020,3:18 PM,COLLISION WITH PEDESTRIAN,598510.52,4723225.21,
18063061,C - POSSIBLE INJURY,2020,12/22/2020,5:43 PM,COLLISION WITH PEDESTRIAN,606362.9999,4733868.97,
18063008,A - SERIOUS INJURY,2020,12/29/2020,6:12 AM,COLLISION WITH PEDESTRIAN,598141.5189,4725741.171,
18043972,C - POSSIBLE INJURY,2020,12/20/2020,5:32 PM,COLLISION WITH PEDESTRIAN,596723.8347,4728360.193,
18041904,C - POSSIBLE INJURY,2020,12/12/2020,8:15 PM,COLLISION WITH PEDESTRIAN,598510.9,4725607.92,
18034943,A - SERIOUS INJURY,2020,11/13/2020,2:01 PM,COLLISION WITH PEDESTRIAN,606093.9189,4736548.568,
18034223,C - POSSIBLE INJURY,2020,11/6/2020,5:14 PM,COLLISION WITH BICYCLIST,601542.8686,4733403.69,
18029233,C - POSSIBLE INJURY,2020,11/18/2020,4:50 PM,COLLISION WITH OTHER PEDESTRIAN,605896.73,4731986.44,
18021622,C - POSSIBLE INJURY,2020,11/16/2020,5:00 PM,COLLISION WITH PEDESTRIAN,600611.54,4722377.85,
18018769,B - INJURY,2020,11/13/2020,10:45 AM,COLLISION WITH PEDESTRIAN,600644.87,4723227.66,
18015681,C - POSSIBLE INJURY,2020,11/10/2020,1:01 PM,COLLISION WITH PEDESTRIAN,602528.9,4723040.03,
18007864,C - POSSIBLE INJURY,2020,11/4/2020,4:00 PM,COLLISION WITH BICYCLIST,599455.81,4722073.62,
18005352,C - POSSIBLE INJURY,2020,10/29/2020,7:30 PM,COLLISION WITH PEDESTRIAN,601754.95,4721912.29,
18004459,C - POSSIBLE INJURY,2020,10/29/2020,9:30 PM,COLLISION WITH PEDESTRIAN,601719.5025,4724206.083,
17999738,A - SERIOUS INJURY,2020,10/28/2020,6:43 PM,COLLISION WITH PEDESTRIAN,594401.1523,4731453.833,
17998901,C - POSSIBLE INJURY,2020,10/16/2020,10:14 PM,COLLISION WITH PEDESTRIAN,600516.77,4724778.86,
17998899,A - SERIOUS INJURY,2020,10/19/2020,7:07 PM,COLLISION WITH PEDESTRIAN,599354.15,4724965.78,
17994885,C - POSSIBLE INJURY,2020,10/23/2020,1:53 PM,COLLISION WITH BICYCLIST,596921.3406,4728553.298,
17991737,B - INJURY,2020,10/15/2020,9:30 PM,COLLISION WITH PEDESTRIAN,605509.3185,4737176.241,
17984266,B - INJURY,2020,10/15/2020,7:44 PM,COLLISION WITH PEDESTRIAN,601335.37,4724155.04,
17982465,C - POSSIBLE INJURY,2020,10/11/2020,12:15 AM,COLLISION WITH PEDESTRIAN,601021.7752,4722975.324,
17979945,C - POSSIBLE INJURY,2020,9/28/2020,9:57 PM,COLLISION WITH BICYCLIST,596074.3537,4729526.301,
17975958,B - INJURY,2020,10/9/2020,9:25 PM,COLLISION WITH PEDESTRIAN,600606.5673,4725074.769,
17974766,C - POSSIBLE INJURY,2020,10/6/2020,4:20 PM,COLLISION WITH PEDESTRIAN,601930.7145,4722272.105,
17972525,C - POSSIBLE INJURY,2020,9/24/2020,2:30 PM,COLLISION WITH BICYCLIST,604199.6885,4725138.231,
17971231,C - POSSIBLE INJURY,2020,10/5/2020,10:54 AM,COLLISION WITH BICYCLIST,599131.23,4723773.4,
17971226,C - POSSIBLE INJURY,2020,10/3/2020,1:10 PM,COLLISION WITH PEDESTRIAN,602385.1782,4725303.643,
17965309,C - POSSIBLE INJURY,2020,9/29/2020,5:45 PM,COLLISION WITH PEDESTRIAN,596940.9212,4729575.093,
17964140,B - INJURY,2020,9/22/2020,4:15 PM,COLLISION WITH PEDESTRIAN,598025.8826,4703040.113,
17962731,C - POSSIBLE INJURY,2020,9/26/2020,11:56 AM,COLLISION WITH PEDESTRIAN,597006.7171,4729229.179,
17960856,B - INJURY,2020,9/23/2020,5:06 AM,COLLISION WITH BICYCLIST,595950.5647,4725756.363,
17956676,A - SERIOUS INJURY,2020,9/23/2020,5:49 PM,COLLISION WITH PEDESTRIAN,596665.0924,4720005.816,
17956564,B - INJURY,2020,8/19/2020,2:10 PM,COLLISION WITH BICYCLIST,599113.09,4724382,
17955614,C - POSSIBLE INJURY,2020,9/18/2020,5:34 PM,COLLISION WITH BICYCLIST,599740.04,4721609.78,
